LearningArea,Subject,Pathway,Sequence,Level,AchStd
Economics and Business,Economics and Business,,,Year 10,"By the end of Year 10, students explain why and how governments manage economic performance to improve living standards. They give explanations for variations in economic performance and standards of living within and between economies. They analyse factors that influence major consumer and financial decisions and explain the short- and long-term effects of these decisions. They explain how businesses respond to changing economic conditions and improve productivity. Students evaluate the effect of organisational and workforce management on business performance.
When researching, students develop questions and formulate hypotheses to frame an investigation of an economic or business issue or event. They gather and analyse reliable data and information from different sources to identify trends, explain relationships and make predictions. Students generate alternative responses to an issue, taking into account multiple perspectives. They use cost-benefit analysis and appropriate criteria to propose and justify a course of action. They apply economics and business knowledge, skills and concepts to familiar, unfamiliar and complex hypothetical problems. Students develop and present evidence-based conclusions and reasoned arguments incorporating different points of view. They use appropriate texts, subject-specific language, conventions and concepts. They analyse the intended and unintended effects of economic and business decisions and the potential consequences of alternative actions."
Dance,Dance,,,Foundation to Year 2,"By the end of Year 2, students describe artworks they make and those to which they respond. They consider where and why people make artworks. 
Students use the elements and processes of arts subjects to make and share artworks that represent ideas.
"
Dance,Dance,,,Foundation to Year 2,"By the end of Year 2, students describe the effect of the elements in dance they make, perform and view and where and why people dance.
Students use the elements of dance to make and perform dance sequences that demonstrate fundamental movement skills to represent ideas. Students demonstrate safe practice."
Dance,Dance,,,Years 3 and 4,"By the end of Year 4, students describe and discuss similarities and differences between artworks they make and those to which they respond. They discuss how they and others organise the elements and processes in artworks. 
Students collaborate to plan and make artworks that communicate ideas.
"
Dance,Dance,,,Years 3 and 4,"By the end of Year 4, students describe and discuss similarities and differences between dances they make, perform and view. They discuss how they and others organise the elements of dance in dances depending on the purpose.
Students structure movements into dance sequences and use the elements of dance and choreographic devices to represent a story or mood. They collaborate to make dances and perform with control, accuracy, projection and focus."
Dance,Dance,,,Years 5 and 6,"By the end of Year 6, students explain how ideas are communicated in artworks they make and to which they respond. They describe characteristics of artworks from different social, historical and cultural contexts that influence their art making.
Students structure elements and processes of arts subjects to make artworks that communicate meaning. They work collaboratively to share artworks for audiences, demonstrating skills and techniques.
"
Dance,Dance,,,Years 5 and 6,"By the end of Year 6, students explain how the elements of dance, choreographic devices and production elements communicate meaning in dances they make, perform and view. They describe characteristics of dances from different social, historical and cultural contexts that influence their dance making.
Students structure movements in dance sequences and use the elements of dance and choreographic devices to make dances that communicate meaning. They work collaboratively to perform dances for audiences, demonstrating technical and expressive skills."
Dance,Dance,,,Years 7 and 8,"By the end of Year 8, students identify and analyse the elements of dance, choreographic devices and production elements in dances in different styles and apply this knowledge in dances they make and perform. They evaluate how they and others from different cultures, times and places communicate meaning and intent through dance.
Students choreograph dances, demonstrating selection and organisation of the elements of dance, choreographic devices and form to communicate choreographic intent. They choreograph and learn dances, and perform them with confidence and clarity, and with technical and expressive skills appropriate to the dance style."
Dance,Dance,,,Years 9 and 10,"By the end of Year 10, students analyse the choreographer&rsquo;s use of the elements of dance, choreographic devices, form and production elements to communicate choreographic intent in dances they make, perform and view. They evaluate the impact of dance from different cultures, places and times on Australian dance.
Students choreograph dances by manipulating and combining the elements of dance, choreographic devices, form and production elements to communicate their choreographic intent. They choreograph, rehearse and perform dances, demonstrating technical and expressive skills appropriate to the genre and style."
Drama,Drama,,,Foundation to Year 2,"By the end of Year 2, students describe artworks they make and those to which they respond. They consider where and why people make artworks. 
Students use the elements and processes of arts subjects to make and share artworks that represent ideas.
"
Drama,Drama,,,Foundation to Year 2,"By the end of Year 2, students describe what happens in drama they make, perform and view. They identify some elements in drama and describe where and why there is drama.
Students make and present drama using the elements of role, situation and focus in dramatic play and improvisation."
Drama,Drama,,,Years 3 and 4,"By the end of Year 4, students describe and discuss similarities and differences between artworks they make and those to which they respond. They discuss how they and others organise the elements and processes in artworks. 
Students collaborate to plan and make artworks that communicate ideas.
"
Drama,Drama,,,Years 3 and 4,"By the end of Year 4, students describe and discuss similarities and differences between drama they make, perform and view. They discuss how they and others organise the elements of drama in their drama.
Students use relationships, tension, time and place and narrative structure when improvising and performing devised and scripted drama. They collaborate to plan, make and perform drama that communicates ideas."
Drama,Drama,,,Years 5 and 6,"By the end of Year 6, students explain how ideas are communicated in artworks they make and to which they respond. They describe characteristics of artworks from different social, historical and cultural contexts that influence their art making.
Students structure elements and processes of arts subjects to make artworks that communicate meaning. They work collaboratively to share artworks for audiences, demonstrating skills and techniques.
"
Drama,Drama,,,Years 5 and 6,"By the end of Year 6, students explain how dramatic action and meaning is communicated in drama they make, perform and view. They explain how drama from different cultures, times and places influences their own drama making.
Students work collaboratively as they use the elements of drama to shape character, voice and movement in improvisation, playbuilding and performances of devised and scripted drama for audiences."
Drama,Drama,,,Years 7 and 8,"By the end of Year 8, students identify and analyse how the elements of drama are used, combined and manipulated in different styles. They apply this knowledge in drama they make and perform. They evaluate how they and others from different cultures, times and places communicate meaning and intent through drama.
Students collaborate to devise, interpret and perform drama. They manipulate the elements of drama, narrative and structure to control and communicate meaning. They apply different performance styles and conventions to convey status, relationships and intentions. They use performance skills and design elements to shape and focus theatrical effect for an audience."
Drama,Drama,,,Years 9 and 10,"By the end of Year 10, students analyse the elements of drama, forms and performance styles and evaluate meaning and aesthetic effect in drama they devise, interpret, perform and view. They use their experiences of drama practices from different cultures, places and times to evaluate drama from different viewpoints.
Students develop and sustain different roles and characters for given circumstances and intentions. They perform devised and scripted drama in different forms, styles and performance spaces. They collaborate with others to plan, direct, produce, rehearse and refine performances. They select and use the elements of drama, narrative and structure in directing and acting to engage audiences. They refine performance and expressive skills in voice and movement to convey dramatic action."
Media Arts,Media Arts,,,Foundation to Year 2,"By the end of Year 2, students describe artworks they make and those to which they respond. They consider where and why people make artworks. 
Students use the elements and processes of arts subjects to make and share artworks that represent ideas.
"
Media Arts,Media Arts,,,Foundation to Year 2,"By the end of Year 2, students communicate about media artworks they make and view, and where and why media artworks are made.
Students make and share media artworks using story principles, composition, sound and technologies."
Media Arts,Media Arts,,,Years 3 and 4,"By the end of Year 4, students describe and discuss similarities and differences between artworks they make and those to which they respond. They discuss how they and others organise the elements and processes in artworks. 
Students collaborate to plan and make artworks that communicate ideas.
"
Media Arts,Media Arts,,,Years 3 and 4,"By the end of Year 4, students describe and discuss similarities and differences between media artworks they make and view. They discuss how and why they and others use images, sound and text to make and present media artworks.
Students collaborate to use story principles, time, space and technologies to make and share media artworks that communicate ideas to an audience."
Media Arts,Media Arts,,,Years 5 and 6,"By the end of Year 6, students explain how ideas are communicated in artworks they make and to which they respond. They describe characteristics of artworks from different social, historical and cultural contexts that influence their art making.
Students structure elements and processes of arts subjects to make artworks that communicate meaning. They work collaboratively to share artworks for audiences, demonstrating skills and techniques.
"
Media Arts,Media Arts,,,Years 5 and 6,"By the end of Year 6, students explain how points of view, ideas and stories are shaped and portrayed in media artworks they make, share and view. They explain the purposes and audiences for media artworks made in different cultures, times and places.
Students work collaboratively using technologies to make media artworks for specific audiences and purposes using story principles to shape points of view and genre conventions, movement and lighting."
Media Arts,Media Arts,,,Years 7 and 8,"By the end of Year 8, students identify and analyse how representations of social values and points of view are portrayed in the media artworks they make, distribute and view. They evaluate how they and other makers and users of media artworks from different cultures, times and places use genre and media conventions and technical and symbolic elements to make meaning. They identify and analyse the social and ethical responsibility of the makers and users of media artworks.
Students produce representations of social values and points of view in media artworks for particular audiences and contexts. They use genre and media conventions and shape technical and symbolic elements for specific purposes and meaning. They collaborate with others in design and production processes, and control equipment and technologies to achieve their intentions."
Media Arts,Media Arts,,,Years 9 and 10,"By the end of Year 10, students analyse how social and cultural values and alternative points of view are portrayed in media artworks they make, interact with and distribute. They evaluate how genre and media conventions and technical and symbolic elements are manipulated to make representations and meaning. They evaluate how social, institutional and ethical issues influence the making and use of media artworks.
Students produce representations that communicate alternative points of view in media artworks for different community and institutional contexts. They manipulate genre and media conventions and integrate and shape the technical and symbolic elements for specific purposes, meaning and style. They collaboratively apply design, production and distribution processes."
Music,Music,,,Foundation to Year 2,"By the end of Year 2, students describe artworks they make and those to which they respond. They consider where and why people make artworks. 
Students use the elements and processes of arts subjects to make and share artworks that represent ideas.
"
Music,Music,,,Foundation to Year 2,"By the end of Year 2, students communicate about the music they listen to, make and perform and where and why people make music.
Students improvise, compose, arrange and perform music. They demonstrate aural skills by staying in tune and keeping in time when they sing and play."
Music,Music,,,Years 3 and 4,"By the end of Year 4, students describe and discuss similarities and differences between artworks they make and those to which they respond. They discuss how they and others organise the elements and processes in artworks. 
Students collaborate to plan and make artworks that communicate ideas.
"
Music,Music,,,Years 3 and 4,"By the end of Year 4, students describe and discuss similarities and differences between music they listen to, compose and perform. They discuss how they and others use the elements of music in performance and composition.
Students collaborate to improvise, compose and arrange sound, silence, tempo and volume in music that communicates ideas. They demonstrate aural skills by singing and playing instruments with accurate pitch, rhythm and expression."
Music,Music,,,Years 5 and 6,"By the end of Year 6, students explain how ideas are communicated in artworks they make and to which they respond. They describe characteristics of artworks from different social, historical and cultural contexts that influence their art making.
Students structure elements and processes of arts subjects to make artworks that communicate meaning. They work collaboratively to share artworks for audiences, demonstrating skills and techniques.
"
Music,Music,,,Years 5 and 6,"By the end of Year 6, students explain how the elements of music are used to communicate meaning in the music they listen to, compose and perform. They describe how their music making is influenced by music and performances from different cultures, times and places.
Students use rhythm, pitch and form symbols and terminology to compose and perform music. They sing and play music in different styles, demonstrating aural, technical and expressive skills by singing and playing instruments with accurate pitch, rhythm and expression in performances for audiences."
Music,Music,,,Years 7 and 8,"By the end of Year 8, students identify and analyse how the elements of music are used in different styles and apply this knowledge in their performances and compositions. They evaluate musical choices they and others from different cultures, times and places make to communicate meaning as performers and composers.
Students manipulate the elements of music and stylistic conventions to compose music. They interpret, rehearse and perform songs and instrumental pieces in unison and in parts, demonstrating technical and expressive skills. They use aural skills, music terminology and symbols to recognise, memorise and notate features, such as melodic patterns in music they perform and compose."
Music,Music,,,Years 9 and 10,"By the end of Year 10, students analyse different scores and performances aurally and visually. They evaluate the use of elements of music and defining characteristics from different musical styles. They use their understanding of music making in different cultures, times and places to inform and shape their interpretations, performances and compositions.
Students interpret, rehearse and perform solo and ensemble repertoire in a range of forms and styles. They interpret and perform music with technical control, expression and stylistic understanding. They use aural skills to recognise elements of music and memorise aspects of music such as pitch and rhythm sequences. They use knowledge of the elements of music, style and notation to compose, document and share their music."
Visual Arts,Visual Arts,,,Foundation to Year 2,"By the end of Year 2, students describe artworks they make and those to which they respond. They consider where and why people make artworks. 
Students use the elements and processes of arts subjects to make and share artworks that represent ideas.
"
Visual Arts,Visual Arts,,,Foundation to Year 2,"By the end of Year 2, students describe artworks they make and view and where and why artworks are made and presented.
Students make artworks in different forms to express their ideas, observations and imagination, using different techniques and processes."
Visual Arts,Visual Arts,,,Years 3 and 4,"By the end of Year 4, students describe and discuss similarities and differences between artworks they make and those to which they respond. They discuss how they and others organise the elements and processes in artworks. 
Students collaborate to plan and make artworks that communicate ideas.
"
Visual Arts,Visual Arts,,,Years 3 and 4,"By the end of Year 4, students describe and discuss similarities and differences between artworks they make, present and view. They discuss how they and others use visual conventions in artworks.
Students collaborate to plan and make artworks that are inspired by artworks they experience. They use visual conventions, techniques and processes to communicate their ideas."
Visual Arts,Visual Arts,,,Years 5 and 6,"By the end of Year 6, students explain how ideas are communicated in artworks they make and to which they respond. They describe characteristics of artworks from different social, historical and cultural contexts that influence their art making.
Students structure elements and processes of arts subjects to make artworks that communicate meaning. They work collaboratively to share artworks for audiences, demonstrating skills and techniques.
"
Visual Arts,Visual Arts,,,Years 5 and 6,"By the end of Year 6, students explain how ideas are represented in artworks they make and view. They describe the influences of artworks and practices from different cultures, times and places on their art making.
Students use visual conventions and visual arts practices to express a personal view in their artworks. They demonstrate different techniques and processes in planning and making artworks. They describe how the display of artworks enhances meaning for an audience."
Visual Arts,Visual Arts,,,Years 7 and 8,"By the end of Year 8, students identify and analyse how other artists use visual conventions and viewpoints to communicate ideas and apply this knowledge in their art making. They explain how an artwork is displayed to enhance its meaning. They evaluate how they and others are influenced by artworks from different cultures, times and places.
Students plan their art making in response to exploration of techniques and processes used in their own and others&rsquo; artworks. They demonstrate use of visual conventions, techniques and processes to communicate meaning in their artworks."
Visual Arts,Visual Arts,,,Years 9 and 10,"By the end of Year 10, students evaluate how representations communicate artistic intentions in artworks they make and view. They evaluate artworks and displays from different cultures, times and places. They analyse connections between visual conventions, practices and viewpoints that represent their own and others&rsquo; ideas. They identify influences of other artists on their own artworks.
Students manipulate materials, techniques and processes to develop and refine techniques and processes to represent ideas and subject matter in their artworks."
Design and Technologies,Design and Technologies,,,Foundation to Year 2,"By the end of Year 2, students describe the purpose of familiar products, services and environments and how they meet a range of present needs. They list the features of technologies that influence design decisions and identify how digital systems are used. 
Students identify needs, opportunities or problems and describe them. They collect, sort and display familiar data from a range of sources and recognise patterns in data. Students record design ideas using techniques including labelled drawings, lists and sequenced instructions. They design solutions to simple problems using a sequence of steps and decisions. With guidance, students produce designed solutions for each of the prescribed technologies contexts. Students evaluate their ideas, information and solutions on the basis of personal preferences and provided criteria including care for the environment. They safely create solutions and communicate ideas and information face-to-face and online.
"
Design and Technologies,Design and Technologies,,,Foundation to Year 2,"By the end of Year 2, students describe the purpose of familiar products, services and environments and how they meet the needs of users and affect others and environments. They identify the features and uses of technologies for each of the prescribed technologies contexts.
With guidance, students create designed solutions for each of the prescribed technologies contexts. They describe given needs or opportunities. Students create and evaluate their ideas and designed solutions based on personal preferences. They communicate design ideas for their designed products, services and environments using modelling and simple drawings. Following sequenced steps, students demonstrate safe use of tools and equipment when producing designed solutions."
Design and Technologies,Design and Technologies,,,Years 3 and 4,"By the end of Year 4, students describe how social, technical and sustainability factors influence the design of solutions to meet present and future needs. They describe features of technologies that influence design decisions and how a range of digital systems can be used.
Students outline and define needs, opportunities or problems. They collect, manipulate and interpret data from a range of sources to support decisions. Students generate and record design ideas for an audience using technical terms and graphical and non-graphical representation techniques including algorithms. They plan a sequence of steps (algorithms) to create solutions, including visual programs. Students plan and safely produce designed solutions for each of the prescribed technologies contexts. They use identified criteria for success, including sustainability considerations, to judge the suitability of their ideas, solutions and processes. Students use agreed protocols when collaborating, and creating and communicating ideas, information and solutions face-to-face and online.
"
Design and Technologies,Design and Technologies,,,Years 3 and 4,"By the end of Year 4, students explain how products, services and environments are designed to best meet needs of communities and their environments. They describe contributions of people in design and technologies occupations. Students describe how the features of technologies can be used to produce designed solutions for each of the prescribed technologies contexts.
Students create designed solutions for each of the prescribed technologies contexts. They explain needs or opportunities and evaluate ideas and designed solutions against identified criteria for success, including environmental sustainability considerations. They develop and expand design ideas and communicate these using models and drawings including annotations and symbols. Students plan and sequence major steps in design and production. They identify appropriate technologies and techniques and demonstrate safe work practices when producing designed solutions."
Design and Technologies,Design and Technologies,,,Years 5 and 6,"By the end of Year 6, students explain how  social, ethical, technical and sustainability considerations influence the design of solutions to meet a range of present and future needs. They explain how the features of technologies influence design decisions and how digital systems are connected to form networks.
Students describe a range of needs, opportunities or problems and define them in terms of functional requirements. They collect and validate data from a range of sources to assist in making judgements. Students generate and record design ideas for specified audiences using appropriate technical terms, and graphical and non-graphical representation techniques including algorithms. They plan, design, test, modify and create digital solutions that meet intended purposes including user interfaces and a visual program. Students plan and document processes and resources and safely produce designed solutions for each of the prescribed technologies contexts. They negotiate criteria for success, including sustainability considerations, and use these to judge the suitability of their ideas, solutions and processes. Students use ethical, social and technical protocols when collaborating, and creating and communicating ideas, information and solutions face-to-face and online.
"
Design and Technologies,Design and Technologies,,,Years 5 and 6,"By the end of Year 6, students describe competing considerations in the design of products, services and environments, taking into account sustainability. They describe how design and technologies contribute to meeting present and future needs. Students explain how the features of technologies impact on designed solutions for each of the prescribed technologies contexts.
Students create designed solutions for each of the prescribed technologies contexts suitable for identified needs or opportunities. They suggest criteria for success, including sustainability considerations, and use these to evaluate their ideas and designed solutions. They combine design ideas and communicate these to audiences using graphical representation techniques and technical terms. Students record project plans including production processes. They select and use appropriate technologies and techniques correctly and safely to produce designed solutions."
Design and Technologies,Design and Technologies,,,Years 7 and 8,"By the end of Year 8, students explain how social, ethical, technical and sustainability considerations influence the design of innovative and enterprising solutions to meet a range of present and future needs. They explain how the features of technologies influence design and production decisions. Students make choices between different types of networks for defined purposes.
Students explain a range of needs, opportunities or problems and define them in terms of functional requirements and constraints. They collect, authenticate and interpret data from a range of sources to assist in making informed judgements. Students generate and document in digital and non-digital form, design ideas for different audiences using appropriate technical terms, and graphical representation techniques including algorithms. They independently and safely plan, design, test, modify and create a range of digital solutions that meet intended purposes including user interfaces and the use of a programming language. They plan, document and effectively manage processes and resources to produce designed solutions for each of the prescribed technologies contexts. They develop criteria for success, including innovation and sustainability considerations, and use these to judge the suitability of their ideas, solutions and processes. Students use appropriate protocols when collaborating, and creating and communicating ideas, information and solutions face-to-face and online.
"
Design and Technologies,Design and Technologies,,,Years 7 and 8,"By the end of Year 8, students explain factors that influence the design of products, services and environments to meet present and future needs. They explain the contribution of design and technology innovations and enterprise to society. Students explain how the features of technologies impact on designed solutions and influence design decisions for each of the prescribed technologies contexts.
Students create designed solutions for each of the prescribed technologies contexts based on an evaluation of needs or opportunities. They develop criteria for success, including sustainability considerations, and use these to judge the suitability of their ideas and designed solutions and processes. They create and adapt design ideas, make considered decisions and communicate to different audiences using appropriate technical terms and a range of technologies and graphical representation techniques. Students apply project management skills to document and use project plans to manage production processes. They independently and safely produce effective designed solutions for the intended purpose."
Design and Technologies,Design and Technologies,,,Years 9 and 10,"By the end of Year 10, students explain how people working in design and technologies occupations consider factors that impact on design decisions and the technologies used to produce products, services and environments. They identify the changes necessary to designed solutions to realise preferred futures they have described. When producing designed solutions for identified needs or opportunities, students evaluate the features of technologies and their appropriateness for purpose for one or more of the technologies contexts.
Students create designed solutions for one or more of the technologies contexts based on a critical evaluation of needs or opportunities. They establish detailed criteria for success, including sustainability considerations, and use these to evaluate their ideas and designed solutions and processes. They create and connect design ideas and processes of increasing complexity and justify decisions. Students communicate and document projects, including marketing for a range of audiences. They independently and collaboratively apply sequenced production and management plans when producing designed solutions, making adjustments to plans when necessary. They select and use appropriate technologies skilfully and safely to produce high-quality designed solutions suitable for the intended purpose."
Digital Technologies,Digital Technologies,,,Foundation to Year 2,"By the end of Year 2, students describe the purpose of familiar products, services and environments and how they meet a range of present needs. They list the features of technologies that influence design decisions and identify how digital systems are used. 
Students identify needs, opportunities or problems and describe them. They collect, sort and display familiar data from a range of sources and recognise patterns in data. Students record design ideas using techniques including labelled drawings, lists and sequenced instructions. They design solutions to simple problems using a sequence of steps and decisions. With guidance, students produce designed solutions for each of the prescribed technologies contexts. Students evaluate their ideas, information and solutions on the basis of personal preferences and provided criteria including care for the environment. They safely create solutions and communicate ideas and information face-to-face and online.
"
Digital Technologies,Digital Technologies,,,Foundation to Year 2,"By the end of Year 2, students identify how common digital systems (hardware and software) are used to meet specific purposes. They use digital systems to represent simple patterns in data in different ways.
Students design solutions to simple problems using a sequence of steps and decisions. They collect familiar data and display them to convey meaning. They create and organise ideas and information using information systems, and share information in safe online environments."
Digital Technologies,Digital Technologies,,,Years 3 and 4,"By the end of Year 4, students describe how social, technical and sustainability factors influence the design of solutions to meet present and future needs. They describe features of technologies that influence design decisions and how a range of digital systems can be used.
Students outline and define needs, opportunities or problems. They collect, manipulate and interpret data from a range of sources to support decisions. Students generate and record design ideas for an audience using technical terms and graphical and non-graphical representation techniques including algorithms. They plan a sequence of steps (algorithms) to create solutions, including visual programs. Students plan and safely produce designed solutions for each of the prescribed technologies contexts. They use identified criteria for success, including sustainability considerations, to judge the suitability of their ideas, solutions and processes. Students use agreed protocols when collaborating, and creating and communicating ideas, information and solutions face-to-face and online.
"
Digital Technologies,Digital Technologies,,,Years 3 and 4,"By the end of Year 4, students describe how a range of digital systems (hardware and software) and their peripheral devices can be used for different purposes. They explain how the same data sets can be represented in different ways.
Students define simple problems, design and implement digital solutions using algorithms that involve decision-making and user input. They explain how the solutions meet their purposes. They collect and manipulate different data when creating information and digital solutions. They safely use and manage information systems for identified needs using agreed protocols and describe how information systems are used."
Digital Technologies,Digital Technologies,,,Years 5 and 6,"By the end of Year 6, students explain how  social, ethical, technical and sustainability considerations influence the design of solutions to meet a range of present and future needs. They explain how the features of technologies influence design decisions and how digital systems are connected to form networks.
Students describe a range of needs, opportunities or problems and define them in terms of functional requirements. They collect and validate data from a range of sources to assist in making judgements. Students generate and record design ideas for specified audiences using appropriate technical terms, and graphical and non-graphical representation techniques including algorithms. They plan, design, test, modify and create digital solutions that meet intended purposes including user interfaces and a visual program. Students plan and document processes and resources and safely produce designed solutions for each of the prescribed technologies contexts. They negotiate criteria for success, including sustainability considerations, and use these to judge the suitability of their ideas, solutions and processes. Students use ethical, social and technical protocols when collaborating, and creating and communicating ideas, information and solutions face-to-face and online.
"
Digital Technologies,Digital Technologies,,,Years 5 and 6,"By the end of Year 6, students explain the fundamentals of digital system components (hardware, software and networks) and how digital systems are connected to form networks. They explain how digital systems use whole numbers as a basis for representing a variety of data types.
Students define problems in terms of data and functional requirements and design solutions by developing algorithms to address the problems. They incorporate decision-making, repetition and user interface design into their designs and implement their digital solutions, including a visual program. They explain how information systems and their solutions meet needs and consider sustainability. Students manage the creation and communication of ideas and information in collaborative digital projects using validated data and agreed protocols."
Digital Technologies,Digital Technologies,,,Years 7 and 8,"By the end of Year 8, students explain how social, ethical, technical and sustainability considerations influence the design of innovative and enterprising solutions to meet a range of present and future needs. They explain how the features of technologies influence design and production decisions. Students make choices between different types of networks for defined purposes.
Students explain a range of needs, opportunities or problems and define them in terms of functional requirements and constraints. They collect, authenticate and interpret data from a range of sources to assist in making informed judgements. Students generate and document in digital and non-digital form, design ideas for different audiences using appropriate technical terms, and graphical representation techniques including algorithms. They independently and safely plan, design, test, modify and create a range of digital solutions that meet intended purposes including user interfaces and the use of a programming language. They plan, document and effectively manage processes and resources to produce designed solutions for each of the prescribed technologies contexts. They develop criteria for success, including innovation and sustainability considerations, and use these to judge the suitability of their ideas, solutions and processes. Students use appropriate protocols when collaborating, and creating and communicating ideas, information and solutions face-to-face and online.
"
Digital Technologies,Digital Technologies,,,Years 7 and 8,"By the end of Year 8, students distinguish between different types of networks and defined purposes. They explain how text, image and audio data can be represented, secured and presented in digital systems.
Students plan and manage digital projects to create interactive information. They define and decompose problems in terms of functional requirements and constraints.&nbsp;Students design user experiences and algorithms incorporating branching and iterations, and test, modify and implement digital solutions. They evaluate information systems and their solutions in terms of meeting needs, innovation and sustainability. They analyse and evaluate data from a range of sources to model and create solutions. They use appropriate protocols when communicating and collaborating online."
Digital Technologies,Digital Technologies,,,Years 9 and 10,"By the end of Year 10, students explain the control and management of networked digital systems and the security implications of the interaction between hardware, software and users. They explain simple data compression, and why content data are separated from presentation.
Students plan and manage digital projects using an iterative approach. They define and decompose complex problems in terms of functional and non-functional requirements.&nbsp;Students design and evaluate user experiences and algorithms. They design and implement modular programs, including an object-oriented program, using algorithms and data structures involving modular functions that reflect the relationships of real-world data and data entities. They take account of privacy and security requirements when selecting and validating data. Students test and predict results and implement digital solutions. They evaluate information systems and their solutions in terms of risk, sustainability and potential for innovation and enterprise. They share and collaborate online, establishing protocols for the use, transmission and maintenance of data and projects."
Arabic,Arabic,,Years F–10 Sequence,Foundation to Year 2,"
      By the end of Year 2, students interact with the teacher and peers to exchange information about themselves, their family and friends, for example, إسمي هاني؛ أنا ليلى؛ عمري ست سنوات؛ أمي سميرة؛ أبي خالد؛ عندي أخ وأخت؛ صديقي رامي؛ صديقتي رنا , and initiate interactions by asking and responding to questions. They use repetitive language when participating in shared activities and transactions and responding to classroom instructions. When speaking, they use the sounds of the Arabic language, for example, حروف مثل خ؛ ح؛ ط؛ ظ؛ ص؛ ض؛ ع؛ غ؛ ق . They locate information about people, places and objects in simple texts, and share information in different formats, using illustrations and gestures to support meaning, for example, ما اسمك أين تسكن؛ كيف حالك؟ هل عندك أصدقاء؟ كم أخت عندك؟ ماذا يعمل أبوك؟ ما اسم مدرستك؟ من هي معلمتك؟ هل تحب المدرسة؟ . They make simple statements about favourite elements in response to imaginative experiences, and create own representations of imagined characters and events, using illustrations, familiar language and non-verbal forms of expression. Students identify specific parts of speech, such as nouns, verbs and adjectives, in spoken and written texts, and use familiar words and phrases, for example, المدرسة؛ العائلة؛ الأم؛ الأب؛ الأصدقاء؛الصف؛ المعلمة؛ البيت  أسكن مع عائلتي؛ أحب؛ آكل؛ أذهب؛ ألعب؛ أغني؛ صغير/كبير؛ طويل/قصير؛ جميل؛ نظيف؛ المدرسة؛ بيتي؛ أختي؛ صديقي   يوم السبت؛ في الصباح؛ الأمس؛ كل يوم  and sentence patterns in simple texts, such as أحب أن آكل.../ لا أحب أن....؛ أذهب إلى؛ أذهب مع؛  . They recognise questions and commands, for example,  ما أسمك؛ /اذا تحب أن تلعب؟ من صديقك في المدرسة؟ هل بيتك كبير؟ ما هي لعبتك المفضلة؟  أجلس هنا من فضلك؛ تكلم الآن؛ إرفع يدك؛ تعال إلى هنا  , and use vocabulary and simple sentences to communicate information about themselves, their family and classroom, such as  ذهب سمير إلى المدرسة؛ ذهبت لينا  إلى البيت, applying basic rules of word order and gender. Students translate frequently used words and simple phrases using visual cues, and create word lists, labels and captions in both Arabic and English for their immediate environment, for example,البيت؛ الغرفة؛ الحديقة؛ المدرسة؛ الصف؛ المعلمة؛ الدرس؛ المدير؛ الشارع؛ الباص؛ الملعب؛ الدكان هذا أبي؛ .إسمه عادل؛ هذه معلمتي؛ إسمها آنسة هالة؛ أحب صديقتي كثيراً؛. They describe their roles as members of particular groups, and share their feelings and ways of behaving as they use Arabic at home and in the classroom, such as   .أنا سعيد؛ أحب أن أتكلم مع أمي بالعربي لا أفهم العربي كثيرا؛ أنا في فريق كرة القدم؛
      Students identify letters of the Arabic alphabet and join some letters to form simple words. They identify features of familiar texts. They distinguish between the language spoken by different Arabic speakers in different situations, such as at home with family or at school with the teacher, for example, من فضلك؛ هل يمكن أن...؛ هل أقدر أن...؛ لوسمحت.... Students name some of the many languages that are spoken in Australia, including Arabic, and provide examples of simple words in Arabic that have been borrowed from English and vice versa. They identify how the ways people use language reflect where and how they live and what is important to them.
    "
